CDSEXE,MTREV,NBENF,CDSITFAM,DTADH,CDTMT,CDCATCL,AGEAD,adh,CATAGEAD,CATadh,is_adh
2,0,0,M,1987-05-27,2,21,52,19,51_60,11_20,demissionnaire
3,0,0,A,1979-05-08,0,21,36,25,31_40,21_30,demissionnaire
2,2674,enfants,E,1984-12-19,2,10,20,23,11_20,21_30,adherent
2,0,0,A,1977-01-25,0,21,33,28,31_40,21_30,demissionnaire
2,0,0,M,1985-12-11,2,10,38,22,31_40,21_30,adherent
3,1285,enfants,M,1984-10-19,2,10,47,23,41_50,21_30,adherent
3,2014,enfants,M,1987-08-04,0,21,25,18,21_30,11_20,demissionnaire
2,0,0,M,2007-01-05,2,21,35,0,31_40,0_10,demissionnaire
2,0,0,A,1988-06-02,0,21,57,11,51_60,11_20,demissionnaire
3,0,0,A,1984-03-05,0,21,45,13,41_50,11_20,demissionnaire
2,1524,0,M,2000-01-14,0,21,29,5,21_30,0_10,demissionnaire
3,0,0,A,1995-03-06,0,21,60,10,51_60,0_10,demissionnaire
3,1366,enfants,M,2002-08-20,0,21,27,3,21_30,0_10,demissionnaire
2,2625,0,M,1996-11-08,2,10,25,11,21_30,11_20,adherent
2,1633,0,M,1995-01-25,0,21,27,11,21_30,11_20,demissionnaire
4,5263,enfants,D,2006-11-23,0,25,53,1,51_60,0_10,adherent
4,0,0,A,2003-06-05,0,21,19,0,11_20,0_10,demissionnaire
2,0,0,A,1980-12-16,0,10,44,27,41_50,21_30,adherent
2,0,0,A,1996-10-30,0,21,33,5,31_40,0_10,demissionnaire
3,0,0,M,2002-05-02,2,10,30,5,21_30,0_10,adherent
3,0,enfants,A,2000-09-01,0,21,38,7,31_40,0_10,adherent
2,0,0,A,1978-10-19,0,21,45,21,41_50,21_30,demissionnaire
2,0,0,M,1983-11-16,2,10,42,24,41_50,21_30,adherent
4,0,0,U,1999-10-13,0,10,24,8,21_30,0_10,adherent
4,0,0,C,2000-08-01,0,21,30,5,21_30,0_10,demissionnaire
3,0,0,A,1982-09-14,0,21,43,20,41_50,11_20,demissionnaire
3,0,0,M,1998-05-11,0,21,34,5,31_40,0_10,demissionnaire
2,0,0,M,1999-07-07,0,25,54,4,51_60,0_10,demissionnaire
3,0,0,A,1987-03-04,0,10,18,20,11_20,11_20,adherent
2,4199,enfants,M,1978-04-10,2,10,32,29,31_40,21_30,adherent
3,2453,0,V,1994-08-26,0,21,51,12,51_60,11_20,demissionnaire
3,0,0,M,1983-02-07,2,10,40,24,31_40,21_30,adherent
3,0,0,M,2004-01-07,0,21,61,0,61_70,0_10,demissionnaire
2,3075,enfants,M,1974-10-15,0,21,30,32,21_30,31_40,demissionnaire
3,0,0,A,1967-05-08,0,10,48,40,41_50,31_40,adherent
3,0,0,A,1979-11-21,0,10,22,28,21_30,21_30,adherent
3,0,0,M,2001-01-05,0,25,62,4,61_70,0_10,demissionnaire
2,0,0,A,1980-02-28,0,21,53,20,51_60,11_20,demissionnaire
2,1356,0,C,2000-10-23,0,21,26,5,21_30,0_10,demissionnaire
2,5581,enfants,B,1994-01-28,2,10,29,13,21_30,11_20,adherent
3,0,0,A,1985-05-21,0,21,39,14,31_40,11_20,demissionnaire
2,2244,0,S,1990-02-13,0,21,56,14,51_60,11_20,demissionnaire
3,0,0,M,2001-02-07,0,21,40,5,31_40,0_10,demissionnaire
3,1472,0,M,2000-11-16,0,21,24,6,21_30,0_10,demissionnaire
3,0,0,M,1989-09-21,0,21,60,11,51_60,11_20,demissionnaire
3,0,0,A,1979-05-16,0,21,40,27,31_40,21_30,demissionnaire
2,0,0,S,1976-12-02,0,21,29,30,21_30,21_30,demissionnaire
2,0,0,A,1994-03-01,0,21,45,8,41_50,0_10,demissionnaire
2,0,0,A,1987-09-08,0,21,27,12,21_30,11_20,demissionnaire
2,0,0,A,2005-05-09,0,21,29,0,21_30,0_10,demissionnaire
3,0,0,A,1991-09-20,0,21,42,9,41_50,0_10,demissionnaire
2,0,0,A,1986-06-06,0,21,40,15,31_40,11_20,demissionnaire
3,4000,enfants,U,1992-05-06,2,10,28,15,21_30,11_20,adherent
3,0,0,M,2006-06-02,2,10,68,1,61_70,0_10,adherent
4,0,0,C,1995-04-20,0,23,27,7,21_30,0_10,demissionnaire
3,0,0,A,1985-03-11,0,21,44,21,41_50,21_30,demissionnaire
3,0,0,A,1984-05-28,0,21,27,15,21_30,11_20,demissionnaire
3,2021,enfants,M,1981-05-11,0,21,33,20,31_40,11_20,demissionnaire
3,2318,0,D,1984-07-16,0,21,36,21,31_40,21_30,demissionnaire
4,0,0,C,1996-06-20,2,21,13,11,11_20,11_20,adherent
3,0,0,A,1999-12-21,0,21,25,2,21_30,0_10,demissionnaire
3,0,0,A,1988-07-12,0,21,34,14,31_40,11_20,demissionnaire
3,1900,0,M,1993-01-27,2,10,44,14,41_50,11_20,adherent
3,1668,enfants,B,1987-05-19,2,10,36,20,31_40,11_20,adherent
4,0,enfants,P,2007-03-07,2,10,33,0,31_40,0_10,adherent
3,0,0,A,1996-03-28,0,21,51,6,51_60,0_10,demissionnaire
3,0,0,A,1986-02-10,0,21,35,18,31_40,11_20,demissionnaire
2,0,0,A,1979-05-08,0,21,28,23,21_30,21_30,demissionnaire
4,0,0,C,1983-11-07,0,21,27,21,21_30,21_30,demissionnaire
3,0,0,M,2003-07-10,0,21,34,2,31_40,0_10,demissionnaire
2,0,0,A,1990-03-27,0,21,22,14,21_30,11_20,demissionnaire
2,0,0,M,1979-08-13,0,21,54,26,51_60,21_30,demissionnaire
2,0,0,C,1998-06-30,2,10,29,9,21_30,0_10,adherent
4,0,0,C,2002-06-05,2,21,2,5,0_10,0_10,adherent
2,0,0,A,1992-09-25,0,21,39,6,31_40,0_10,demissionnaire
2,0,0,A,1988-08-16,0,22,52,19,51_60,11_20,adherent
3,0,0,A,2003-08-25,2,21,39,1,31_40,0_10,demissionnaire
2,0,0,A,1978-07-03,2,10,28,14,21_30,11_20,demissionnaire
2,2228,enfants,D,1982-05-28,2,10,21,25,21_30,21_30,adherent
2,2149,enfants,M,1997-03-19,0,10,47,10,41_50,0_10,adherent
3,2025,enfants,M,2001-04-03,2,10,45,6,41_50,0_10,adherent
3,0,0,A,1989-05-19,0,21,46,18,41_50,11_20,adherent
2,0,0,A,1999-11-02,0,21,26,1,21_30,0_10,demissionnaire
3,0,enfants,M,1992-06-01,0,21,38,12,31_40,11_20,demissionnaire
3,1952,0,M,1971-12-15,2,10,23,36,21_30,31_40,adherent
4,0,0,A,2000-09-26,0,21,27,2,21_30,0_10,demissionnaire
3,0,0,A,1991-09-30,0,23,25,16,21_30,11_20,adherent
3,0,0,A,2000-01-24,0,21,27,1,21_30,0_10,demissionnaire
3,0,0,D,1988-12-15,0,21,54,18,51_60,11_20,demissionnaire
2,0,0,A,1978-06-26,0,21,23,22,21_30,21_30,demissionnaire
4,0,0,A,2001-10-01,0,21,21,0,21_30,0_10,demissionnaire
2,2690,0,M,1981-09-28,0,10,42,26,41_50,21_30,adherent
3,2119,0,M,1985-07-18,0,10,44,22,41_50,21_30,adherent
4,0,0,C,1984-08-07,2,10,32,23,31_40,21_30,adherent
2,0,0,A,2002-08-21,0,21,49,0,41_50,0_10,demissionnaire
3,0,0,M,1979-10-15,0,21,29,26,21_30,21_30,demissionnaire
2,0,0,D,1986-11-05,0,21,35,20,31_40,11_20,demissionnaire
2,0,0,A,1995-06-02,0,21,37,7,31_40,0_10,demissionnaire
4,0,0,A,2001-12-28,0,21,35,1,31_40,0_10,demissionnaire
2,0,0,A,1995-01-06,0,21,23,4,21_30,0_10,demissionnaire
2,1693,0,M,1979-07-10,0,21,41,27,41_50,21_30,demissionnaire
3,0,0,A,1993-09-02,0,10,61,14,61_70,11_20,adherent
4,0,0,C,1983-03-30,0,21,45,18,41_50,11_20,demissionnaire
3,0,0,A,2006-09-28,0,21,36,0,31_40,0_10,demissionnaire
4,0,0,C,1985-09-17,0,21,59,15,51_60,11_20,demissionnaire
3,0,0,D,2005-01-21,2,10,42,2,41_50,0_10,adherent
2,0,0,A,1991-10-21,0,10,37,14,31_40,11_20,demissionnaire
2,0,0,A,2003-04-28,0,21,38,1,31_40,0_10,demissionnaire
2,0,0,A,1988-01-15,0,21,60,15,51_60,11_20,demissionnaire
4,0,0,C,1990-07-19,0,21,26,15,21_30,11_20,demissionnaire
2,0,0,A,1990-05-29,0,21,27,9,21_30,0_10,demissionnaire
2,0,0,M,1987-04-22,0,21,55,13,51_60,11_20,demissionnaire
3,3850,0,C,1998-08-05,0,21,50,7,41_50,0_10,demissionnaire
3,0,0,A,1985-07-09,0,21,59,19,51_60,11_20,demissionnaire
2,0,0,C,2001-10-17,0,21,24,4,21_30,0_10,demissionnaire
4,0,0,C,2004-06-14,2,21,14,3,11_20,0_10,adherent
2,1841,0,D,1988-08-22,0,10,44,19,41_50,11_20,adherent
3,0,0,A,1981-03-12,0,21,34,23,31_40,21_30,demissionnaire
2,0,0,M,1981-10-01,0,21,45,25,41_50,21_30,demissionnaire
2,0,0,A,1989-07-10,0,21,5,18,0_10,11_20,adherent
2,0,0,M,1990-09-19,0,21,53,16,51_60,11_20,demissionnaire
3,0,0,A,1983-06-21,0,21,38,19,31_40,11_20,demissionnaire
2,0,0,C,2001-10-12,0,21,35,5,31_40,0_10,demissionnaire
4,1994,enfants,P,2006-04-12,0,21,37,0,31_40,0_10,demissionnaire
3,1935,0,M,2002-08-16,0,21,27,2,21_30,0_10,demissionnaire
4,0,enfants,C,2003-08-28,0,21,43,0,41_50,0_10,demissionnaire
2,1270,0,C,1995-11-15,0,21,25,11,21_30,11_20,demissionnaire
4,1297,0,C,2005-12-02,2,10,23,2,21_30,0_10,adherent
2,0,0,A,2002-11-05,0,21,30,1,21_30,0_10,demissionnaire
3,0,0,A,1973-01-08,0,21,22,28,21_30,21_30,demissionnaire
4,0,0,C,2005-01-25,0,21,27,1,21_30,0_10,demissionnaire
4,0,0,C,1989-09-26,0,21,3,18,0_10,11_20,adherent
4,939,0,C,2003-02-04,2,10,29,4,21_30,0_10,adherent
2,0,0,M,2000-01-17,0,25,46,3,41_50,0_10,demissionnaire
2,0,0,M,1999-03-04,2,10,36,0,31_40,0_10,demissionnaire
4,0,0,C,1984-02-27,0,21,34,20,31_40,11_20,demissionnaire
3,0,0,M,1984-10-01,2,21,37,21,31_40,21_30,demissionnaire
2,0,0,A,1988-06-28,0,10,33,19,31_40,11_20,adherent
3,0,0,A,2001-07-13,0,21,29,5,21_30,0_10,demissionnaire
4,2422,0,C,1996-04-22,0,21,46,10,41_50,0_10,demissionnaire
4,0,0,C,2002-01-21,0,21,24,4,21_30,0_10,demissionnaire
4,0,0,C,2004-07-02,2,10,34,3,31_40,0_10,adherent
2,1417,enfants,C,1987-12-16,2,10,28,20,21_30,11_20,adherent
2,0,0,M,1988-03-31,0,21,34,18,31_40,11_20,demissionnaire
2,0,enfants,M,2006-02-09,0,21,40,0,31_40,0_10,demissionnaire
4,0,0,C,2000-06-29,0,21,33,7,31_40,0_10,adherent
2,40363,enfants,B,1997-04-02,0,21,34,8,31_40,0_10,demissionnaire
3,0,0,A,1992-07-17,0,10,46,15,41_50,11_20,adherent
3,0,0,A,1992-12-01,0,21,29,11,21_30,11_20,demissionnaire
2,0,0,A,1975-05-12,0,21,29,29,21_30,21_30,demissionnaire
4,0,0,A,2000-06-09,0,21,41,2,41_50,0_10,demissionnaire
2,5097,enfants,M,2000-05-26,0,21,43,6,41_50,0_10,demissionnaire
2,0,0,M,1972-02-08,0,21,34,34,31_40,31_40,demissionnaire
2,1832,0,D,1980-05-23,2,10,41,27,41_50,21_30,adherent
2,0,0,C,1972-12-14,0,21,33,27,31_40,21_30,demissionnaire
2,1955,enfants,M,1991-03-19,0,10,43,16,41_50,11_20,adherent
3,0,0,A,1979-12-26,0,21,34,24,31_40,21_30,demissionnaire
2,0,enfants,D,2001-04-30,2,10,56,6,51_60,0_10,adherent
2,0,0,A,2001-07-03,0,21,21,0,21_30,0_10,demissionnaire
2,0,0,A,1987-03-11,0,10,46,20,41_50,11_20,adherent
2,0,0,A,1992-11-17,0,21,34,12,31_40,11_20,demissionnaire
2,0,0,A,1991-12-13,0,21,23,12,21_30,11_20,demissionnaire
3,0,0,M,1982-12-29,0,21,33,23,31_40,21_30,demissionnaire
2,0,0,A,2002-01-30,0,10,42,5,41_50,0_10,adherent
4,0,0,C,1996-01-23,0,21,25,9,21_30,0_10,demissionnaire
4,0,enfants,C,2002-10-10,0,21,27,4,21_30,0_10,demissionnaire
3,0,0,M,2004-03-23,0,21,39,0,31_40,0_10,demissionnaire
2,0,0,A,1984-10-11,0,21,49,21,41_50,21_30,demissionnaire
2,0,enfants,M,2001-07-18,2,10,47,6,41_50,0_10,adherent
3,0,0,A,1993-01-21,0,21,52,9,51_60,0_10,demissionnaire
3,0,0,V,1983-09-19,0,21,32,20,31_40,11_20,demissionnaire
4,0,0,C,1977-10-27,0,21,43,24,41_50,21_30,demissionnaire
3,1669,enfants,M,2006-11-06,0,25,43,1,41_50,0_10,adherent
3,0,0,A,2001-02-06,0,21,54,1,51_60,0_10,demissionnaire
4,0,0,C,1987-08-10,0,21,29,19,21_30,11_20,demissionnaire
2,0,0,M,1992-11-03,2,10,44,15,41_50,11_20,adherent
4,0,0,C,1989-02-03,0,21,55,15,51_60,11_20,demissionnaire
3,0,0,A,1977-07-21,0,21,20,27,11_20,21_30,demissionnaire
2,0,0,M,1991-12-10,0,21,42,14,41_50,11_20,demissionnaire
3,0,enfants,M,2006-03-31,0,21,35,0,31_40,0_10,demissionnaire
4,3452,enfants,U,2001-08-13,2,10,49,6,41_50,0_10,adherent
3,0,0,A,1975-11-21,0,21,23,25,21_30,21_30,demissionnaire
2,1054,0,A,1992-06-24,0,21,44,15,41_50,11_20,adherent
3,0,0,A,1987-05-12,0,21,26,15,21_30,11_20,demissionnaire
3,0,0,M,2001-09-27,0,21,40,3,31_40,0_10,demissionnaire
3,0,0,A,1984-09-26,0,21,37,17,31_40,11_20,demissionnaire
3,0,0,M,1979-01-22,0,21,31,26,31_40,21_30,demissionnaire
2,0,0,A,1979-10-30,0,21,58,20,51_60,11_20,demissionnaire
3,0,0,M,1996-07-03,0,21,36,4,31_40,0_10,demissionnaire
2,0,0,C,2006-04-26,0,21,23,0,21_30,0_10,demissionnaire
3,0,0,A,1990-01-03,0,21,33,11,31_40,11_20,demissionnaire
2,0,0,A,1983-05-09,0,21,48,16,41_50,11_20,demissionnaire
4,1451,0,C,2000-12-12,2,10,28,7,21_30,0_10,adherent
2,1895,enfants,M,1998-05-29,2,10,30,9,21_30,0_10,adherent
2,0,0,M,2003-02-04,0,21,50,2,41_50,0_10,demissionnaire
2,0,0,M,1983-02-17,0,21,26,20,21_30,11_20,demissionnaire
3,0,enfants,M,2004-10-26,2,10,24,3,21_30,0_10,adherent
2,0,0,A,1978-10-27,0,21,46,26,41_50,21_30,demissionnaire
2,0,0,M,2000-04-07,2,10,58,7,51_60,0_10,adherent
2,0,0,A,1996-10-22,0,21,29,3,21_30,0_10,demissionnaire
3,1795,0,A,2003-04-30,0,21,62,0,61_70,0_10,demissionnaire
4,0,enfants,C,1998-04-28,2,10,25,9,21_30,0_10,adherent
3,694,0,M,2007-04-06,0,21,62,0,61_70,0_10,adherent
2,0,0,A,1988-07-29,0,10,22,19,21_30,11_20,adherent
2,0,0,A,1997-01-21,0,21,27,4,21_30,0_10,demissionnaire
3,2397,enfants,M,1997-05-02,2,10,34,10,31_40,0_10,adherent
2,0,0,A,1982-12-29,0,21,23,21,21_30,21_30,demissionnaire
2,1250,0,E,1997-07-11,2,10,50,10,41_50,0_10,adherent
2,0,0,A,1981-09-28,0,21,25,19,21_30,11_20,demissionnaire
3,0,0,V,1982-12-01,0,21,55,22,51_60,21_30,demissionnaire
2,0,0,A,1986-12-23,0,10,26,21,21_30,21_30,adherent
2,0,0,M,1992-12-02,0,21,43,14,41_50,11_20,demissionnaire
3,0,0,M,2004-12-21,0,21,27,1,21_30,0_10,demissionnaire
3,0,0,M,2005-07-19,0,21,36,0,31_40,0_10,demissionnaire
3,1300,enfants,F,1997-09-22,2,10,44,10,41_50,0_10,adherent
2,0,0,M,2007-04-18,2,10,35,0,31_40,0_10,adherent
2,1448,0,P,2005-04-13,2,10,24,2,21_30,0_10,adherent
2,2863,enfants,B,1990-01-31,2,10,38,17,31_40,11_20,adherent
3,1598,enfants,D,2004-09-09,0,21,26,2,21_30,0_10,demissionnaire
2,0,0,A,2005-07-27,0,21,71,2,71plus,0_10,adherent
2,0,0,A,1973-03-26,0,21,41,26,41_50,21_30,demissionnaire
2,0,0,A,1974-04-08,0,21,37,28,31_40,21_30,demissionnaire
2,0,0,M,1982-01-18,0,21,28,19,21_30,11_20,demissionnaire
2,2058,enfants,M,1991-04-15,0,21,25,12,21_30,11_20,demissionnaire
2,0,0,M,1992-10-14,0,21,28,8,21_30,0_10,demissionnaire
2,0,0,A,1973-07-24,0,21,27,26,21_30,21_30,demissionnaire
4,0,0,C,1997-07-24,0,10,22,10,21_30,0_10,adherent
2,0,0,M,1995-09-25,0,23,26,9,21_30,0_10,demissionnaire
3,0,enfants,M,1996-08-14,2,21,28,7,21_30,0_10,demissionnaire
2,1600,enfants,M,1979-07-07,2,10,22,28,21_30,21_30,adherent
2,0,0,A,1981-10-16,0,21,32,18,31_40,11_20,demissionnaire
3,0,0,A,2005-12-09,0,25,58,2,51_60,0_10,adherent
2,0,0,A,1978-09-04,0,21,39,25,31_40,21_30,demissionnaire
3,0,0,A,1983-11-04,0,21,40,18,31_40,11_20,demissionnaire
2,0,enfants,M,2006-05-04,2,10,42,1,41_50,0_10,adherent
3,0,0,A,1995-09-27,0,21,23,11,21_30,11_20,demissionnaire
2,0,0,M,2001-07-09,0,21,37,3,31_40,0_10,demissionnaire
2,0,0,M,1991-10-25,0,21,70,15,61_70,11_20,demissionnaire
3,0,0,A,1993-10-22,0,21,39,10,31_40,0_10,demissionnaire
2,0,0,V,1998-11-06,0,21,48,4,41_50,0_10,demissionnaire
2,0,0,D,1985-09-19,0,21,28,20,21_30,11_20,demissionnaire
2,0,0,A,1992-01-07,0,10,45,15,41_50,11_20,adherent
2,0,0,U,2001-07-04,2,10,34,6,31_40,0_10,adherent
2,0,0,M,1983-05-24,0,21,47,19,41_50,11_20,demissionnaire
4,0,0,C,1989-08-18,0,21,35,13,31_40,11_20,demissionnaire
2,0,0,M,1994-11-03,0,21,60,12,51_60,11_20,demissionnaire
3,0,0,A,1989-01-30,0,21,50,16,41_50,11_20,demissionnaire
4,0,0,A,1999-02-05,0,21,22,0,21_30,0_10,demissionnaire
4,0,0,C,2003-03-31,0,21,34,2,31_40,0_10,demissionnaire
2,0,0,C,2007-02-26,2,10,37,0,31_40,0_10,adherent
3,0,0,A,1985-04-18,0,21,22,14,21_30,11_20,demissionnaire
2,3342,enfants,M,2001-07-16,0,21,59,0,51_60,0_10,demissionnaire
4,0,0,C,1986-01-30,0,21,28,20,21_30,11_20,demissionnaire
3,0,0,A,2000-08-16,0,21,41,4,41_50,0_10,demissionnaire
3,0,0,S,2001-03-08,0,21,38,5,31_40,0_10,demissionnaire
3,0,enfants,M,2004-06-17,0,21,39,3,31_40,0_10,adherent
3,0,0,M,1988-11-10,0,21,26,18,21_30,11_20,demissionnaire
4,0,0,C,2002-03-11,2,21,4,5,0_10,0_10,adherent
3,0,0,M,2004-12-14,0,21,32,1,31_40,0_10,demissionnaire
3,984,0,M,2006-07-12,0,21,56,0,51_60,0_10,demissionnaire
3,0,0,D,1980-02-19,0,21,25,26,21_30,21_30,demissionnaire
3,0,0,M,1987-10-13,0,21,49,17,41_50,11_20,demissionnaire
3,1676,0,D,1981-12-31,0,21,42,23,41_50,21_30,demissionnaire
3,4024,enfants,A,1986-07-23,0,21,31,15,31_40,11_20,demissionnaire
4,0,0,A,2000-07-17,0,21,28,1,21_30,0_10,demissionnaire
3,0,0,A,1986-06-27,0,21,48,13,41_50,11_20,demissionnaire
2,0,0,C,2006-09-28,2,10,25,1,21_30,0_10,adherent
3,0,enfants,M,1999-06-17,2,10,48,8,41_50,0_10,adherent
3,0,0,M,2002-09-27,2,10,44,5,41_50,0_10,adherent
3,0,0,D,2000-02-29,2,10,56,7,51_60,0_10,adherent
3,1804,enfants,G,2000-08-08,2,10,27,7,21_30,0_10,adherent
2,0,0,A,2000-05-02,0,25,47,1,41_50,0_10,demissionnaire
2,0,0,A,2000-05-10,0,21,47,5,41_50,0_10,demissionnaire
2,0,0,A,2002-07-24,0,21,33,4,31_40,0_10,demissionnaire
3,0,enfants,M,1985-04-19,0,21,33,21,31_40,21_30,demissionnaire
4,0,0,C,1994-12-15,0,21,23,8,21_30,0_10,demissionnaire
4,0,0,C,1981-07-06,0,21,35,18,31_40,11_20,demissionnaire
3,0,0,A,1978-02-06,0,21,47,24,41_50,21_30,demissionnaire
3,0,0,M,1981-10-28,2,10,24,26,21_30,21_30,adherent
3,0,0,A,1979-06-08,0,21,38,25,31_40,21_30,demissionnaire
3,0,0,A,1990-03-19,0,21,31,17,31_40,11_20,adherent
2,0,enfants,M,1994-12-06,2,10,34,13,31_40,11_20,adherent
3,0,0,M,1979-03-20,0,21,40,25,31_40,21_30,demissionnaire
3,2095,enfants,U,1991-09-18,2,10,32,16,31_40,11_20,adherent
3,0,0,A,1978-02-13,0,10,31,29,31_40,21_30,adherent
2,1798,enfants,M,1998-06-19,0,21,31,5,31_40,0_10,demissionnaire
2,0,0,A,1986-05-06,0,10,30,6,21_30,0_10,demissionnaire
3,122,0,M,1979-01-04,0,10,42,28,41_50,21_30,adherent
2,0,0,A,1998-11-24,0,10,28,9,21_30,0_10,adherent
2,0,0,A,1991-05-10,0,21,28,11,21_30,11_20,demissionnaire
3,2300,enfants,B,1970-07-17,0,10,2,37,0_10,31_40,adherent
2,1402,0,A,1997-09-19,0,21,28,2,21_30,0_10,demissionnaire
4,0,0,C,1992-02-25,0,21,31,10,31_40,0_10,demissionnaire
3,0,0,M,2002-03-07,0,25,51,0,51_60,0_10,demissionnaire
3,2744,enfants,M,1999-09-28,0,21,33,5,31_40,0_10,demissionnaire
3,0,0,A,2001-01-19,2,21,26,1,21_30,0_10,demissionnaire
3,0,0,M,1980-09-26,0,21,58,22,51_60,21_30,demissionnaire
2,0,0,U,1992-10-23,0,21,25,13,21_30,11_20,demissionnaire
2,0,0,M,2005-01-20,2,10,31,2,31_40,0_10,adherent
2,1829,0,A,2002-09-18,2,21,27,0,21_30,0_10,demissionnaire
3,0,0,A,2002-07-11,0,21,40,0,31_40,0_10,demissionnaire
2,1405,0,M,2002-03-12,0,21,30,4,21_30,0_10,demissionnaire
3,0,0,A,2000-02-09,0,21,50,7,41_50,0_10,adherent
3,0,0,A,1986-04-02,0,21,44,19,41_50,11_20,demissionnaire
2,0,0,A,2003-06-26,0,21,30,2,21_30,0_10,demissionnaire
2,0,0,A,1992-10-19,0,21,41,7,41_50,0_10,demissionnaire
4,0,0,C,2003-03-13,0,21,32,4,31_40,0_10,adherent
2,0,enfants,M,1998-05-12,0,21,53,6,51_60,0_10,demissionnaire
3,0,0,M,1989-01-30,0,21,43,15,41_50,11_20,demissionnaire
3,0,0,A,1999-06-08,0,21,32,2,31_40,0_10,demissionnaire
2,0,0,A,1997-12-09,0,21,38,3,31_40,0_10,demissionnaire
3,0,0,A,1983-05-16,0,21,23,21,21_30,21_30,demissionnaire
2,0,0,M,1986-04-30,0,21,43,19,41_50,11_20,demissionnaire
4,0,0,C,1993-10-18,0,21,24,9,21_30,0_10,demissionnaire
3,1800,enfants,E,1980-06-09,2,10,31,27,31_40,21_30,adherent
2,0,0,D,1992-09-30,0,10,25,15,21_30,11_20,adherent
3,1515,0,D,1985-07-17,0,21,44,21,41_50,21_30,demissionnaire
3,0,0,M,2005-05-18,2,21,85,0,71plus,0_10,demissionnaire
2,0,0,M,1985-12-02,0,21,29,16,21_30,11_20,demissionnaire
2,1134,0,M,1990-02-05,2,10,26,17,21_30,11_20,adherent
2,0,0,C,1982-02-16,2,10,24,25,21_30,21_30,adherent
2,0,0,A,1992-05-15,0,23,30,15,21_30,11_20,adherent
2,0,0,A,1995-07-25,0,21,29,8,21_30,0_10,demissionnaire
4,1550,0,U,2006-12-05,2,10,26,1,21_30,0_10,adherent
2,0,0,A,1997-05-06,0,21,46,5,41_50,0_10,demissionnaire
3,0,0,A,1998-09-22,0,21,59,5,51_60,0_10,demissionnaire
2,0,0,A,1986-03-06,0,21,37,15,31_40,11_20,demissionnaire
4,0,0,C,1996-08-20,2,10,22,11,21_30,11_20,adherent
3,1973,enfants,D,1994-07-07,0,21,34,7,31_40,0_10,demissionnaire
2,0,enfants,M,1981-06-01,2,10,25,26,21_30,21_30,adherent
3,0,0,A,1976-09-01,0,21,37,26,31_40,21_30,demissionnaire
2,0,enfants,M,1980-11-06,0,21,34,24,31_40,21_30,demissionnaire
3,1916,0,M,1997-09-04,2,10,53,10,51_60,0_10,adherent
3,0,0,M,1980-11-21,2,21,40,21,31_40,21_30,demissionnaire
2,0,0,A,1964-05-08,0,10,26,43,21_30,41_50,adherent
3,0,0,A,1983-04-20,0,21,44,20,41_50,11_20,demissionnaire
2,0,enfants,A,2001-12-12,0,21,38,1,31_40,0_10,demissionnaire
3,0,0,A,1972-05-25,0,21,34,32,31_40,31_40,demissionnaire
3,0,0,C,2000-07-13,0,25,57,6,51_60,0_10,demissionnaire
3,0,0,A,1991-02-12,0,21,27,9,21_30,0_10,demissionnaire
3,0,0,A,1993-02-25,0,21,49,11,41_50,11_20,demissionnaire
3,0,0,A,1983-09-06,0,21,32,16,31_40,11_20,demissionnaire
3,0,0,A,2000-06-19,0,21,28,0,21_30,0_10,demissionnaire
2,0,0,A,1999-10-07,0,21,24,0,21_30,0_10,demissionnaire
2,0,0,A,1975-09-10,0,21,56,29,51_60,21_30,demissionnaire
4,0,0,C,2004-11-18,0,21,33,0,31_40,0_10,demissionnaire
2,1800,enfants,M,1996-11-21,2,10,26,11,21_30,11_20,adherent
3,0,0,M,2003-10-21,0,21,25,1,21_30,0_10,demissionnaire
2,921,0,U,1999-02-10,0,21,23,5,21_30,0_10,demissionnaire
3,0,0,A,1978-12-11,0,10,34,29,31_40,21_30,adherent
3,0,0,A,2000-09-28,0,21,54,6,51_60,0_10,demissionnaire
4,0,0,C,2000-04-19,2,40,43,0,41_50,0_10,demissionnaire
2,0,0,M,1994-11-02,0,21,41,12,41_50,11_20,demissionnaire
2,0,0,A,1991-05-29,0,10,38,16,31_40,11_20,adherent
3,0,0,A,1975-04-10,0,21,48,24,41_50,21_30,demissionnaire
2,3079,enfants,M,1985-12-11,2,10,34,22,31_40,21_30,adherent
2,0,0,A,2002-11-28,0,25,43,1,41_50,0_10,demissionnaire
4,0,0,C,1986-01-09,2,21,45,19,41_50,11_20,demissionnaire
4,0,0,A,1998-06-09,0,21,33,4,31_40,0_10,demissionnaire
3,0,0,D,1994-05-25,2,10,51,13,51_60,11_20,adherent
2,0,enfants,M,2002-03-12,2,10,50,5,41_50,0_10,adherent
3,0,0,C,1987-03-23,0,21,22,15,21_30,11_20,demissionnaire
2,2410,0,U,1995-09-20,0,21,26,7,21_30,0_10,demissionnaire
2,0,0,A,1983-03-28,0,21,21,16,21_30,11_20,demissionnaire
3,0,enfants,M,1989-09-14,2,10,32,18,31_40,11_20,adherent
3,0,enfants,M,1985-07-29,0,21,22,20,21_30,11_20,demissionnaire
3,0,enfants,M,1989-10-16,0,21,31,15,31_40,11_20,demissionnaire
2,1650,enfants,M,2004-09-01,0,21,44,3,41_50,0_10,adherent
2,0,0,A,1985-09-25,0,21,27,20,21_30,11_20,demissionnaire
3,0,0,M,1978-02-08,2,10,29,29,21_30,21_30,adherent
