CDSEXE,MTREV,NBENF,CDSITFAM,DTADH,CDTMT,CDCATCL,AGEAD,adh,CATAGEAD,CATadh,is_adh
3,1695,0,M,2000-05-09,0,21,67,5,61_70,0_10,demissionnaire
3,0,0,A,2005-10-07,2,21,38,0,31_40,0_10,demissionnaire
3,0,0,A,1987-03-02,0,21,58,16,51_60,11_20,demissionnaire
2,0,0,A,1994-09-23,2,21,25,11,21_30,11_20,demissionnaire
3,1895,enfants,M,1985-01-15,2,10,21,22,21_30,21_30,adherent
2,1883,enfants,B,2001-02-12,0,21,47,3,41_50,0_10,demissionnaire
3,0,0,A,1984-03-08,0,21,24,20,21_30,11_20,demissionnaire
4,0,0,C,2001-10-23,2,10,30,6,21_30,0_10,adherent
2,0,0,A,1979-05-29,0,21,58,24,51_60,21_30,demissionnaire
3,0,0,D,1996-01-19,2,10,42,11,41_50,11_20,adherent
2,2439,0,M,1985-02-08,0,21,40,20,31_40,11_20,demissionnaire
2,0,0,C,2005-08-02,0,21,32,0,31_40,0_10,demissionnaire
2,0,0,A,1999-03-29,0,21,31,0,31_40,0_10,demissionnaire
2,0,0,A,2002-08-06,2,10,42,5,41_50,0_10,adherent
3,0,0,A,1997-10-14,0,21,28,3,21_30,0_10,demissionnaire
4,0,0,C,2002-03-07,0,21,29,4,21_30,0_10,demissionnaire
3,0,0,A,1982-02-01,0,21,61,17,61_70,11_20,demissionnaire
3,0,0,D,1987-04-03,0,21,38,19,31_40,11_20,demissionnaire
2,0,0,A,1975-07-07,0,21,35,24,31_40,21_30,demissionnaire
3,0,0,A,1977-06-13,0,21,50,24,41_50,21_30,demissionnaire
2,0,0,M,2000-11-29,2,10,36,7,31_40,0_10,adherent
2,2854,enfants,A,2000-04-25,0,21,49,2,41_50,0_10,demissionnaire
3,0,0,A,1972-02-11,0,21,38,33,31_40,31_40,demissionnaire
2,0,enfants,D,1983-07-07,0,21,33,22,31_40,21_30,demissionnaire
3,0,0,A,1986-07-21,0,21,43,21,41_50,21_30,adherent
3,0,0,M,2004-10-11,2,10,35,3,31_40,0_10,adherent
2,0,0,A,2002-03-12,0,23,36,5,31_40,0_10,adherent
2,0,0,M,2006-03-24,0,21,45,0,41_50,0_10,demissionnaire
3,0,0,A,1980-03-17,0,21,40,23,31_40,21_30,demissionnaire
3,1257,0,M,1983-06-08,2,10,45,24,41_50,21_30,adherent
2,0,0,C,1984-01-31,0,21,53,19,51_60,11_20,demissionnaire
2,0,0,M,1998-09-21,0,21,23,2,21_30,0_10,demissionnaire
3,0,0,A,1983-09-19,0,21,23,22,21_30,21_30,demissionnaire
2,0,0,A,2000-10-11,2,25,62,2,61_70,0_10,demissionnaire
2,0,0,C,1997-08-25,0,21,26,7,21_30,0_10,demissionnaire
3,0,0,A,1976-12-21,0,21,37,24,31_40,21_30,demissionnaire
2,1300,0,M,2002-11-04,0,21,25,4,21_30,0_10,demissionnaire
3,700,0,G,2007-04-19,2,10,68,0,61_70,0_10,adherent
3,0,0,A,1989-02-03,0,10,39,16,31_40,11_20,demissionnaire
3,0,0,A,1974-05-31,0,10,46,33,41_50,31_40,adherent
3,0,0,A,1980-11-05,0,21,42,21,41_50,21_30,demissionnaire
3,0,0,A,1994-09-22,0,21,40,13,31_40,11_20,adherent
2,0,0,M,1987-08-18,0,21,58,15,51_60,11_20,demissionnaire
2,0,0,A,2000-02-01,0,25,61,2,61_70,0_10,demissionnaire
4,0,0,C,1981-04-23,2,10,30,26,21_30,21_30,adherent
3,0,0,M,2007-05-14,0,21,56,0,51_60,0_10,adherent
3,0,0,A,1985-07-30,0,21,44,16,41_50,11_20,demissionnaire
3,0,0,A,1994-01-12,0,21,30,8,21_30,0_10,demissionnaire
3,0,0,A,1984-06-28,0,21,67,21,61_70,21_30,demissionnaire
3,0,0,C,1988-06-22,2,10,26,19,21_30,11_20,adherent
3,0,0,A,1978-04-12,0,21,48,24,41_50,21_30,demissionnaire
3,3139,0,U,2000-03-14,0,21,36,4,31_40,0_10,demissionnaire
3,0,0,A,1983-10-18,0,21,33,17,31_40,11_20,demissionnaire
3,0,0,A,1974-07-03,0,10,38,31,31_40,31_40,demissionnaire
2,0,0,A,1981-07-15,0,21,40,23,31_40,21_30,demissionnaire
2,0,0,A,1999-10-07,0,25,50,7,41_50,0_10,demissionnaire
3,0,0,A,1983-12-20,0,21,39,17,31_40,11_20,demissionnaire
3,0,enfants,B,2001-06-01,0,21,36,3,31_40,0_10,demissionnaire
2,0,0,A,1985-06-28,0,21,23,20,21_30,11_20,demissionnaire
2,0,0,A,1994-11-14,0,21,29,6,21_30,0_10,demissionnaire
3,0,0,M,1982-12-22,2,10,45,25,41_50,21_30,adherent
2,2112,enfants,M,1983-02-01,2,21,30,22,21_30,21_30,demissionnaire
3,0,0,M,1999-12-02,0,21,46,1,41_50,0_10,demissionnaire
2,1000,enfants,M,2000-01-27,0,21,21,6,21_30,0_10,demissionnaire
4,0,0,C,1995-03-16,0,21,36,6,31_40,0_10,demissionnaire
3,0,0,A,1987-02-17,2,10,37,8,31_40,0_10,demissionnaire
3,0,0,A,1985-10-07,0,21,62,17,61_70,11_20,demissionnaire
2,0,0,A,1998-03-31,0,21,30,4,21_30,0_10,demissionnaire
2,0,0,A,2004-04-26,0,21,29,0,21_30,0_10,demissionnaire
3,0,0,A,1990-09-25,0,21,63,16,61_70,11_20,demissionnaire
2,0,0,C,2001-09-07,0,21,45,4,41_50,0_10,demissionnaire
3,0,0,A,1981-01-08,0,21,49,20,41_50,11_20,demissionnaire
3,0,0,A,1991-02-26,0,21,27,11,21_30,11_20,demissionnaire
3,0,0,A,1980-07-29,0,21,49,24,41_50,21_30,demissionnaire
2,0,0,M,2004-01-08,2,21,40,0,31_40,0_10,demissionnaire
3,3353,enfants,A,1999-08-10,0,21,37,3,31_40,0_10,demissionnaire
2,0,0,M,1979-05-15,0,21,33,26,31_40,21_30,demissionnaire
3,0,0,A,1981-01-19,2,21,34,20,31_40,11_20,demissionnaire
3,0,0,V,1979-07-19,0,21,44,27,41_50,21_30,demissionnaire
2,0,enfants,B,1978-03-02,2,10,35,29,31_40,21_30,adherent
3,1776,enfants,V,1987-06-03,2,10,34,20,31_40,11_20,adherent
3,0,0,M,1971-12-30,2,10,48,36,41_50,31_40,adherent
4,0,0,C,1995-01-04,0,21,25,6,21_30,0_10,demissionnaire
4,0,0,C,1998-11-23,0,21,29,7,21_30,0_10,demissionnaire
2,0,0,A,1998-11-18,0,21,45,5,41_50,0_10,demissionnaire
2,0,0,A,1981-05-15,0,21,29,20,21_30,11_20,demissionnaire
4,0,enfants,U,2000-03-29,0,21,28,4,21_30,0_10,demissionnaire
2,0,0,A,1983-02-22,0,21,44,18,41_50,11_20,demissionnaire
3,0,0,A,1980-07-28,0,21,38,19,31_40,11_20,demissionnaire
2,0,0,A,2006-12-22,2,10,35,1,31_40,0_10,adherent
4,0,0,A,2002-11-12,2,21,29,1,21_30,0_10,demissionnaire
4,1450,0,C,2006-05-11,2,10,25,1,21_30,0_10,adherent
2,3479,0,U,1988-12-19,2,10,44,19,41_50,11_20,adherent
4,2483,enfants,C,1992-04-15,2,10,49,15,41_50,11_20,adherent
2,0,enfants,M,2001-02-02,2,10,36,6,31_40,0_10,adherent
2,0,0,A,1988-04-21,0,21,29,13,21_30,11_20,demissionnaire
3,0,0,A,1995-09-28,0,21,25,9,21_30,0_10,demissionnaire
2,0,0,A,1976-02-23,0,10,27,31,21_30,31_40,adherent
2,0,0,A,1983-11-25,2,10,41,22,41_50,21_30,demissionnaire
3,0,0,A,1982-02-08,0,21,42,21,41_50,21_30,demissionnaire
3,0,0,A,1996-03-18,0,21,50,10,41_50,0_10,demissionnaire
2,0,0,M,1980-09-15,0,21,34,25,31_40,21_30,demissionnaire
4,0,0,U,1994-01-18,0,21,26,5,21_30,0_10,demissionnaire
2,1533,0,C,1996-09-18,0,21,25,10,21_30,0_10,demissionnaire
3,0,enfants,M,1993-12-14,0,21,31,11,31_40,11_20,demissionnaire
3,0,0,A,2001-11-15,0,21,38,2,31_40,0_10,demissionnaire
3,0,0,D,1979-12-12,2,21,30,24,21_30,21_30,demissionnaire
4,1359,0,U,2002-09-18,0,21,25,4,21_30,0_10,demissionnaire
2,0,0,M,1996-12-27,2,10,26,11,21_30,11_20,adherent
2,0,0,A,2000-09-29,0,21,66,6,61_70,0_10,demissionnaire
2,0,0,A,1985-02-04,0,21,26,14,21_30,11_20,demissionnaire
2,0,0,A,1999-12-02,0,21,53,3,51_60,0_10,demissionnaire
2,2263,0,M,1977-05-17,0,21,41,29,41_50,21_30,demissionnaire
3,0,0,A,1985-10-17,0,21,35,14,31_40,11_20,demissionnaire
2,0,0,A,2000-10-20,0,21,44,7,41_50,0_10,adherent
4,1630,0,U,2006-04-06,2,10,27,1,21_30,0_10,adherent
4,0,0,A,2004-02-03,0,21,38,0,31_40,0_10,demissionnaire
3,0,0,A,1985-04-26,0,21,48,19,41_50,11_20,demissionnaire
2,0,0,A,1989-12-18,0,21,43,12,41_50,11_20,demissionnaire
3,0,0,M,2005-09-16,2,10,57,2,51_60,0_10,adherent
2,0,0,A,1999-07-05,0,25,46,1,41_50,0_10,demissionnaire
3,2515,0,M,1981-02-13,2,10,40,26,31_40,21_30,adherent
2,0,0,A,1995-03-28,0,21,38,8,31_40,0_10,demissionnaire
3,0,0,A,1984-01-26,0,21,43,19,41_50,11_20,demissionnaire
2,0,0,M,1988-12-01,2,10,51,19,51_60,11_20,adherent
3,0,0,M,2000-10-31,2,21,30,0,21_30,0_10,demissionnaire
3,0,0,M,1992-06-25,0,21,33,11,31_40,11_20,demissionnaire
2,0,0,A,1991-11-05,0,21,55,13,51_60,11_20,demissionnaire
2,0,0,A,1995-09-04,0,21,46,11,41_50,11_20,demissionnaire
3,1204,enfants,A,2000-03-06,2,21,31,2,31_40,0_10,demissionnaire
2,3024,enfants,A,1999-11-22,0,21,42,2,41_50,0_10,demissionnaire
2,0,0,A,1992-10-01,0,21,27,14,21_30,11_20,demissionnaire
2,0,0,A,1992-12-01,0,23,31,13,31_40,11_20,demissionnaire
3,0,0,M,1997-09-30,0,21,54,3,51_60,0_10,demissionnaire
3,0,0,A,1987-09-09,0,21,27,14,21_30,11_20,demissionnaire
4,0,0,A,1999-03-18,0,21,50,0,41_50,0_10,demissionnaire
2,0,0,A,1983-11-03,0,21,40,19,31_40,11_20,demissionnaire
2,0,enfants,M,1982-10-06,0,10,24,25,21_30,21_30,adherent
3,0,0,A,1982-08-24,0,21,44,17,41_50,11_20,demissionnaire
2,0,enfants,M,1992-12-21,2,10,46,15,41_50,11_20,adherent
3,1321,0,U,2002-06-26,2,10,24,5,21_30,0_10,adherent
2,0,0,A,1982-05-18,0,21,29,17,21_30,11_20,demissionnaire
2,0,0,A,1985-07-17,0,21,28,16,21_30,11_20,demissionnaire
2,0,0,A,1989-10-06,0,21,51,18,51_60,11_20,adherent
2,0,0,A,1988-12-19,0,21,31,14,31_40,11_20,demissionnaire
4,0,0,C,1972-05-31,0,21,21,32,21_30,31_40,demissionnaire
2,0,enfants,M,2000-01-21,0,21,45,5,41_50,0_10,demissionnaire
4,0,0,C,2002-09-30,0,21,30,2,21_30,0_10,demissionnaire
3,0,0,A,2002-08-29,0,21,62,2,61_70,0_10,demissionnaire
3,0,0,A,1981-07-27,0,21,23,21,21_30,21_30,demissionnaire
3,0,0,M,1990-09-19,0,21,22,10,21_30,0_10,demissionnaire
2,0,0,A,2001-09-10,0,21,53,6,51_60,0_10,adherent
2,0,enfants,U,1973-06-06,0,21,22,32,21_30,31_40,demissionnaire
2,0,0,M,1976-03-11,0,21,47,30,41_50,21_30,demissionnaire
2,0,0,A,1981-06-17,0,21,58,18,51_60,11_20,demissionnaire
3,0,0,A,1980-07-15,2,21,53,24,51_60,21_30,demissionnaire
4,2270,0,C,1987-07-22,2,10,31,20,31_40,11_20,adherent
3,0,0,A,1995-06-14,0,21,54,9,51_60,0_10,demissionnaire
3,0,0,A,1990-03-27,0,21,46,15,41_50,11_20,demissionnaire
4,0,0,C,1993-09-16,0,21,25,7,21_30,0_10,demissionnaire
4,0,0,C,1989-02-02,0,21,1,9,0_10,0_10,demissionnaire
3,0,0,A,1982-03-09,0,21,58,24,51_60,21_30,demissionnaire
2,0,0,A,1981-10-13,0,21,38,18,31_40,11_20,demissionnaire
2,1097,0,A,2000-03-16,0,21,28,0,21_30,0_10,demissionnaire
2,0,enfants,M,1996-10-10,0,21,35,7,31_40,0_10,demissionnaire
3,0,enfants,U,2002-12-05,2,10,36,5,31_40,0_10,adherent
3,0,0,M,1982-06-28,2,21,45,25,41_50,21_30,adherent
2,0,0,U,2000-04-25,2,10,45,7,41_50,0_10,adherent
3,0,0,A,2000-07-26,0,25,51,2,51_60,0_10,demissionnaire
3,0,enfants,A,2001-07-30,0,21,29,1,21_30,0_10,demissionnaire
3,1676,enfants,F,2002-04-16,0,21,39,3,31_40,0_10,demissionnaire
2,0,0,M,2001-07-23,0,21,53,5,51_60,0_10,demissionnaire
2,0,0,A,1976-11-30,0,21,48,25,41_50,21_30,demissionnaire
2,0,0,A,1994-04-14,0,21,45,8,41_50,0_10,demissionnaire
3,0,0,A,1991-03-22,0,21,47,11,41_50,11_20,demissionnaire
3,0,0,M,2000-08-28,0,21,43,4,41_50,0_10,demissionnaire
3,0,0,M,2003-05-15,2,10,36,4,31_40,0_10,adherent
3,0,0,A,1992-12-03,0,10,22,15,21_30,11_20,adherent
2,0,0,A,1995-09-14,0,21,18,12,11_20,11_20,adherent
2,0,0,A,1997-03-26,0,21,51,7,51_60,0_10,demissionnaire
3,0,0,D,1989-03-09,2,10,41,18,41_50,11_20,adherent
3,0,0,A,1999-06-15,0,21,28,2,21_30,0_10,demissionnaire
2,0,0,A,1996-06-03,0,21,34,8,31_40,0_10,demissionnaire
2,1735,0,C,1999-09-22,2,10,29,8,21_30,0_10,adherent
3,0,0,A,1977-06-01,0,21,41,23,41_50,21_30,demissionnaire
2,0,0,A,1980-06-12,0,21,24,21,21_30,21_30,demissionnaire
2,0,0,A,1992-11-02,0,21,27,14,21_30,11_20,demissionnaire
3,0,0,A,1974-06-04,0,21,54,30,51_60,21_30,demissionnaire
3,0,0,A,1982-07-05,0,21,29,22,21_30,21_30,demissionnaire
3,0,0,A,1999-10-13,0,10,39,8,31_40,0_10,adherent
2,0,enfants,M,1990-06-14,0,21,36,15,31_40,11_20,demissionnaire
4,0,0,C,1985-08-22,0,10,28,22,21_30,21_30,adherent
2,0,0,A,1992-06-19,0,10,53,15,51_60,11_20,adherent
3,0,0,M,2002-07-09,0,25,52,2,51_60,0_10,demissionnaire
3,0,0,A,1984-01-05,0,21,51,16,51_60,11_20,demissionnaire
3,1971,enfants,M,1999-10-01,0,21,50,5,41_50,0_10,demissionnaire
3,0,enfants,U,1991-11-21,0,21,20,14,11_20,11_20,demissionnaire
3,0,0,M,1995-03-10,0,21,32,11,31_40,11_20,demissionnaire
3,0,enfants,M,1973-08-30,0,21,40,33,31_40,31_40,demissionnaire
4,0,0,C,2004-10-04,0,21,32,2,31_40,0_10,demissionnaire
3,2710,0,D,1979-10-18,2,10,44,28,41_50,21_30,adherent
3,1910,enfants,M,1996-12-23,0,21,29,10,21_30,0_10,demissionnaire
3,0,0,A,1990-04-27,0,21,50,10,41_50,0_10,demissionnaire
2,0,0,A,1972-03-03,0,21,36,32,31_40,31_40,demissionnaire
3,0,0,A,1990-10-17,0,21,26,12,21_30,11_20,demissionnaire
2,0,0,A,2001-09-06,0,10,33,6,31_40,0_10,adherent
2,0,0,A,1991-10-10,0,21,32,13,31_40,11_20,demissionnaire
3,0,0,M,2000-01-25,0,25,44,2,41_50,0_10,demissionnaire
2,1661,0,M,1974-03-21,6,10,28,33,21_30,31_40,adherent
3,0,enfants,M,2006-08-24,2,10,46,1,41_50,0_10,adherent
2,0,0,A,1992-06-01,0,21,37,12,31_40,11_20,demissionnaire
3,1541,enfants,M,1999-07-12,0,21,27,5,21_30,0_10,demissionnaire
3,0,0,A,1995-08-17,0,21,39,9,31_40,0_10,demissionnaire
2,0,enfants,M,1994-11-25,0,21,36,11,31_40,11_20,demissionnaire
2,0,0,A,2001-11-21,0,10,36,6,31_40,0_10,adherent
3,0,0,A,1978-10-18,0,21,42,22,41_50,21_30,demissionnaire
3,0,0,M,2000-12-22,0,21,28,6,21_30,0_10,demissionnaire
2,0,0,A,1992-05-15,0,21,36,10,31_40,0_10,demissionnaire
2,0,0,A,1977-07-12,0,21,45,24,41_50,21_30,demissionnaire
2,0,0,M,2001-08-08,0,21,26,4,21_30,0_10,demissionnaire
2,0,0,A,1991-01-14,0,21,36,16,31_40,11_20,adherent
2,0,0,A,1982-02-25,0,21,34,22,31_40,21_30,demissionnaire
2,0,0,D,1980-06-12,0,21,22,21,21_30,21_30,demissionnaire
3,0,0,M,1984-11-19,0,21,34,21,31_40,21_30,demissionnaire
3,0,0,A,1979-09-24,0,10,34,28,31_40,21_30,adherent
2,0,0,M,1999-12-06,0,21,31,6,31_40,0_10,demissionnaire
2,0,0,M,1993-07-20,0,21,53,8,51_60,0_10,demissionnaire
2,0,0,A,2003-01-20,0,21,57,4,51_60,0_10,adherent
3,2260,enfants,M,1978-04-07,2,10,30,29,21_30,21_30,adherent
3,0,enfants,M,1999-03-18,2,10,48,8,41_50,0_10,adherent
2,0,0,A,1983-08-19,0,10,28,24,21_30,21_30,adherent
3,0,0,D,1985-12-23,0,21,60,19,51_60,11_20,demissionnaire
2,0,0,A,1991-01-15,0,21,25,8,21_30,0_10,demissionnaire
3,0,0,A,1976-04-29,0,21,39,26,31_40,21_30,demissionnaire
2,0,0,C,2000-09-27,0,21,28,5,21_30,0_10,demissionnaire
4,0,0,C,1998-10-02,0,21,23,1,21_30,0_10,demissionnaire
4,0,0,U,1996-11-22,0,21,24,9,21_30,0_10,demissionnaire
2,0,0,M,1986-07-16,0,21,26,19,21_30,11_20,demissionnaire
3,0,0,A,1974-10-07,0,21,37,29,31_40,21_30,demissionnaire
4,0,0,A,1996-09-30,0,21,34,5,31_40,0_10,demissionnaire
3,0,0,M,2000-02-28,0,21,60,6,51_60,0_10,demissionnaire
2,0,0,M,2000-10-12,0,21,31,5,31_40,0_10,demissionnaire
3,0,0,A,1990-10-22,0,21,44,9,41_50,0_10,demissionnaire
2,0,0,A,1990-08-17,0,21,30,15,21_30,11_20,demissionnaire
2,0,0,A,1981-10-08,0,21,52,21,51_60,21_30,demissionnaire
2,0,0,A,1982-07-27,0,21,29,22,21_30,21_30,demissionnaire
2,0,0,A,2002-03-07,0,21,25,1,21_30,0_10,demissionnaire
4,0,0,C,1992-02-21,0,21,24,7,21_30,0_10,demissionnaire
4,0,0,C,2001-05-29,0,21,29,4,21_30,0_10,demissionnaire
3,0,enfants,U,1998-09-15,0,21,24,7,21_30,0_10,demissionnaire
4,0,0,C,1999-08-11,0,21,23,4,21_30,0_10,demissionnaire
3,0,0,M,2003-02-18,0,25,46,1,41_50,0_10,demissionnaire
2,0,0,A,1978-11-27,0,21,49,27,41_50,21_30,demissionnaire
2,1861,0,M,1992-10-22,2,10,39,15,31_40,11_20,adherent
3,0,0,A,2006-08-31,0,21,40,0,31_40,0_10,demissionnaire
2,0,0,A,1982-05-06,0,21,43,22,41_50,21_30,demissionnaire
4,1359,0,C,2006-07-31,0,10,23,1,21_30,0_10,adherent
2,0,0,M,1991-01-08,2,10,53,16,51_60,11_20,adherent
4,0,0,C,2003-09-16,0,21,20,1,11_20,0_10,demissionnaire
3,0,0,A,1991-06-25,0,23,28,16,21_30,11_20,adherent
2,0,0,M,2003-11-05,2,10,37,4,31_40,0_10,adherent
3,0,0,A,1991-02-27,0,21,33,14,31_40,11_20,demissionnaire
3,0,0,M,1995-09-29,0,21,22,7,21_30,0_10,demissionnaire
3,2542,enfants,A,2003-07-02,0,21,53,1,51_60,0_10,demissionnaire
2,0,0,M,1980-11-27,0,21,45,24,41_50,21_30,demissionnaire
3,0,0,M,2006-02-10,2,10,51,1,51_60,0_10,adherent
3,0,0,M,1981-10-08,0,21,43,20,41_50,11_20,demissionnaire
2,0,enfants,M,1985-06-25,0,10,42,22,41_50,21_30,adherent
2,0,0,A,1992-07-02,0,21,53,8,51_60,0_10,demissionnaire
2,0,0,M,2004-10-04,0,21,59,1,51_60,0_10,demissionnaire
3,0,0,A,2001-03-23,0,21,67,0,61_70,0_10,demissionnaire
3,0,0,M,1987-04-15,0,21,37,17,31_40,11_20,demissionnaire
2,0,0,A,1993-04-16,0,21,27,11,21_30,11_20,demissionnaire
3,1587,enfants,M,1997-02-28,0,10,49,10,41_50,0_10,adherent
2,0,enfants,M,1984-04-11,0,21,28,20,21_30,11_20,demissionnaire
3,0,0,A,2001-10-19,0,21,31,1,31_40,0_10,demissionnaire
4,0,0,C,1995-11-21,0,24,33,9,31_40,0_10,demissionnaire
4,1954,0,C,1994-04-01,2,10,55,13,51_60,11_20,adherent
3,2953,0,C,1984-02-23,2,10,31,23,31_40,21_30,adherent
2,0,0,A,1984-09-05,0,10,19,23,11_20,21_30,adherent
3,0,0,A,1999-07-02,0,21,34,4,31_40,0_10,demissionnaire
2,2379,enfants,M,1979-11-27,2,10,31,28,31_40,21_30,adherent
2,0,0,M,2004-09-22,0,21,29,2,21_30,0_10,demissionnaire
3,0,enfants,D,1991-02-15,2,10,38,16,31_40,11_20,adherent
3,2436,enfants,U,1990-04-24,2,10,36,17,31_40,11_20,adherent
3,0,0,A,1997-11-28,0,21,43,4,41_50,0_10,demissionnaire
2,1543,enfants,U,2002-12-05,2,10,41,5,41_50,0_10,adherent
2,0,enfants,C,2003-03-13,2,10,38,4,31_40,0_10,adherent
2,0,0,A,1979-10-08,0,10,43,14,41_50,11_20,demissionnaire
3,0,0,A,1981-03-17,0,21,31,20,31_40,11_20,demissionnaire
2,1300,0,U,2005-05-03,2,10,29,2,21_30,0_10,adherent
4,0,0,C,1989-06-15,2,21,1,18,0_10,11_20,adherent
3,0,enfants,M,2001-11-23,0,21,32,4,31_40,0_10,demissionnaire
4,0,0,C,1997-01-22,0,21,12,10,11_20,0_10,adherent
2,0,0,A,2003-05-14,0,21,44,4,41_50,0_10,adherent
2,0,0,A,1995-09-01,0,21,24,9,21_30,0_10,demissionnaire
2,0,0,A,1985-11-20,0,21,30,16,21_30,11_20,demissionnaire
3,0,0,A,1990-03-20,0,10,24,17,21_30,11_20,adherent
2,0,0,A,1972-09-19,0,21,32,29,31_40,21_30,demissionnaire
2,0,0,C,1997-07-10,0,21,23,9,21_30,0_10,demissionnaire
2,0,0,M,2002-04-09,2,10,40,5,31_40,0_10,adherent
3,300,0,M,1978-05-02,0,21,41,27,41_50,21_30,demissionnaire
2,0,0,M,2000-03-28,2,10,55,7,51_60,0_10,adherent
3,0,0,A,1980-09-23,0,21,52,20,51_60,11_20,demissionnaire
2,0,0,A,2006-08-28,0,21,35,0,31_40,0_10,demissionnaire
3,0,0,A,2002-01-29,0,21,39,4,31_40,0_10,demissionnaire
2,2286,enfants,M,2000-12-13,0,21,29,4,21_30,0_10,demissionnaire
2,3797,enfants,M,1981-09-24,0,21,37,25,31_40,21_30,demissionnaire
2,0,0,A,2005-03-14,2,10,31,2,31_40,0_10,adherent
4,0,0,C,2002-11-12,2,10,33,5,31_40,0_10,adherent
3,0,0,A,1974-06-17,0,21,54,26,51_60,21_30,demissionnaire
2,0,0,A,1983-11-29,0,21,43,19,41_50,11_20,demissionnaire
2,0,0,U,2005-01-06,0,21,27,1,21_30,0_10,demissionnaire
3,0,0,M,1986-03-24,0,21,32,14,31_40,11_20,demissionnaire
3,0,0,M,2005-06-02,2,10,47,2,41_50,0_10,adherent
4,0,0,C,1969-12-01,2,10,49,38,41_50,31_40,adherent
3,0,0,M,1973-04-09,0,21,30,28,21_30,21_30,demissionnaire
3,0,0,M,1976-04-16,2,10,40,31,31_40,31_40,adherent
2,0,0,A,1990-12-19,0,21,27,12,21_30,11_20,demissionnaire
2,0,0,U,2004-01-06,2,10,27,3,21_30,0_10,adherent
2,0,0,B,1994-06-16,0,21,45,10,41_50,0_10,demissionnaire
3,0,0,A,1984-09-21,0,10,39,23,31_40,21_30,adherent
3,0,0,M,1977-06-16,0,21,30,23,21_30,21_30,demissionnaire
2,0,0,A,2003-09-16,2,21,23,0,21_30,0_10,demissionnaire
3,2339,0,E,1978-02-15,2,10,35,29,31_40,21_30,adherent
3,0,0,A,1989-04-11,0,21,32,15,31_40,11_20,demissionnaire
2,0,0,A,1998-02-03,0,10,33,9,31_40,0_10,adherent
2,0,0,A,1978-10-06,0,21,25,27,21_30,21_30,demissionnaire
4,0,0,C,2002-02-04,0,21,35,3,31_40,0_10,demissionnaire
4,0,enfants,C,1997-06-05,0,21,26,9,21_30,0_10,demissionnaire
2,2143,enfants,M,1994-10-04,0,21,44,11,41_50,11_20,demissionnaire
2,0,0,A,2002-05-03,0,25,53,5,51_60,0_10,adherent
2,0,0,A,1999-12-15,0,21,38,2,31_40,0_10,demissionnaire
3,0,0,M,1983-10-12,2,10,40,24,31_40,21_30,adherent
2,0,0,A,1973-01-10,0,21,49,30,41_50,21_30,demissionnaire
3,0,0,D,1981-04-03,0,21,30,22,21_30,21_30,demissionnaire
4,0,0,C,1991-11-06,0,21,26,12,21_30,11_20,demissionnaire
2,0,0,A,1992-07-10,0,21,28,7,21_30,0_10,demissionnaire
3,0,0,A,2000-07-11,0,21,52,2,51_60,0_10,demissionnaire
2,1500,0,M,1983-06-21,2,10,53,24,51_60,21_30,adherent
2,0,0,A,1991-07-10,0,23,24,16,21_30,11_20,adherent
2,2160,enfants,M,1987-08-06,2,10,40,20,31_40,11_20,adherent
2,0,0,M,1984-01-10,0,21,38,22,31_40,21_30,demissionnaire
2,0,0,A,1991-04-04,0,21,46,14,41_50,11_20,demissionnaire
4,0,0,C,1998-01-30,0,21,33,6,31_40,0_10,demissionnaire
2,0,0,A,1988-01-28,0,21,67,12,61_70,11_20,demissionnaire
3,0,0,A,1989-10-26,0,10,36,18,31_40,11_20,adherent
3,0,0,A,1974-05-16,0,21,47,30,41_50,21_30,demissionnaire
2,0,0,A,1975-06-13,0,21,36,29,31_40,21_30,demissionnaire
3,1927,enfants,A,1973-07-20,0,21,40,30,31_40,21_30,demissionnaire
2,0,enfants,D,1984-05-14,0,21,35,21,31_40,21_30,demissionnaire
2,0,0,A,1977-10-21,0,21,30,23,21_30,21_30,demissionnaire
3,0,0,D,1977-06-01,0,21,34,29,31_40,21_30,demissionnaire
4,0,0,C,2004-06-28,0,21,24,1,21_30,0_10,demissionnaire
2,0,0,S,1983-03-14,0,21,20,21,11_20,21_30,demissionnaire
2,0,0,A,1993-08-23,0,21,43,6,41_50,0_10,demissionnaire
2,0,0,A,1988-08-24,0,21,22,13,21_30,11_20,demissionnaire
3,0,0,C,1986-04-02,0,21,31,15,31_40,11_20,demissionnaire
2,0,0,M,1984-08-07,2,10,56,23,51_60,21_30,adherent
3,0,0,M,2005-10-10,0,21,33,1,31_40,0_10,demissionnaire
4,0,0,A,1995-10-05,0,21,33,5,31_40,0_10,demissionnaire
2,0,0,M,1986-05-15,2,10,39,21,31_40,21_30,adherent
3,0,0,A,2003-01-27,0,25,57,2,51_60,0_10,demissionnaire
2,0,enfants,M,2004-07-13,2,10,46,3,41_50,0_10,adherent
4,0,0,C,2000-12-15,0,21,41,6,41_50,0_10,demissionnaire
3,0,0,A,1986-12-24,0,21,31,15,31_40,11_20,demissionnaire
3,0,0,M,1984-06-25,0,21,40,21,31_40,21_30,demissionnaire
2,0,0,A,1978-06-23,0,21,34,27,31_40,21_30,demissionnaire
4,0,0,C,1996-02-29,0,10,25,11,21_30,11_20,adherent
2,0,0,A,2000-06-15,0,40,36,0,31_40,0_10,demissionnaire
