Id;CDSEXE;MTREV;NBENF;CDSITFAM;DTADH;CDTMT;CDDEM;DTDEM;ANNEE_DEM;CDMOTDEM;CDCATCL;AGEAD;rangagead;agedem;rangagedem;rangdem;adh;rangadh;LBL_rangagead;ID_rangagead;LBL_agedem;ID_agedem;LBL_rangadh;ID_rangadh
7487;3;1256;0;M;27/01/1982;0;2;17/05/2006;2006;DV;21;49;6  46-50;73;b  71-+;8  2006;24;5  20-24;46-50;6;71-+;b;20-24;5
7488;2;2950;0;M;27/01/1982;0;2;17/05/2006;2006;DV;21;48;6  46-50;72;b  71-+;8  2006;24;5  20-24;46-50;6;71-+;b;20-24;5
7489;3;0;0;M;27/01/1982;0;2;19/05/2006;2006;DV;21;27;2  26-30;51;7  51-55;8  2006;24;5  20-24;26-30;2;51-55;7;20-24;5
7490;3;0;0;V;01/02/1982;0;2;17/10/2006;2006;DV;21;46;6  46-50;70;a  66-70;8  2006;24;5  20-24;46-50;6;66-70;a;20-24;5
7491;3;0;0;A;04/02/1982;0;2;29/12/2003;2003;DV;21;42;5  41-45;63;9  61-65;5  2003;21;5  20-24;41-45;5;61-65;9;20-24;5
7492;3;0;0;A;09/03/1982;0;2;02/02/2006;2006;DV;21;58;8  56-+;82;b  71-+;8  2006;24;5  20-24;56-+;8;71-+;b;20-24;5
7493;2;0;0;A;09/03/1982;0;2;28/11/2006;2006;DV;21;44;5  41-45;68;a  66-70;8  2006;24;5  20-24;41-45;5;66-70;a;20-24;5
7494;4;0;0;C;09/03/1982;0;2;06/02/2001;2001;DV;21;25;1  19-25;44;5  41-45;3  2001;19;4  15-19;19-25;1;41-45;5;15-19;4
7495;3;0;0;A;09/03/1982;0;2;31/10/2006;2006;DV;21;34;3  31-35;58;8  56-60;8  2006;24;5  20-24;31-35;3;56-60;8;20-24;5
7496;3;0;0;A;22/03/1982;0;2;13/02/2004;2004;DV;21;51;7  51-55;73;b  71-+;6  2004;22;5  20-24;51-55;7;71-+;b;20-24;5
7497;2;0;0;A;25/03/1982;0;2;30/08/2004;2004;DV;21;48;6  46-50;70;a  66-70;6  2004;22;5  20-24;46-50;6;66-70;a;20-24;5
7498;3;0;0;A;28/05/1982;0;2;17/05/2000;2000;RA;21;39;4  36-40;57;8  56-60;2  2000;18;4  15-19;36-40;4;56-60;8;15-19;4
7499;3;0;0;A;08/06/1982;0;2;25/03/2004;2004;DV;21;49;6  46-50;71;b  71-+;6  2004;22;5  20-24;46-50;6;71-+;b;20-24;5
7500;2;0;0;A;16/06/1982;0;2;19/02/2002;2002;DV;21;37;4  36-40;57;8  56-60;4  2002;20;5  20-24;36-40;4;56-60;8;20-24;5
7501;2;0;0;A;17/06/1982;0;2;29/08/2005;2005;DV;21;38;4  36-40;61;9  61-65;7  2005;23;5  20-24;36-40;4;61-65;9;20-24;5
7502;3;0;0;A;30/06/1982;0;2;20/04/2006;2006;DV;21;38;4  36-40;62;9  61-65;8  2006;24;5  20-24;36-40;4;61-65;9;20-24;5
7503;2;0;0;A;06/08/1982;0;2;04/05/2004;2004;DV;21;44;5  41-45;66;a  66-70;6  2004;22;5  20-24;41-45;5;66-70;a;20-24;5
7504;2;0;0;A;06/07/1982;0;2;20/02/2003;2003;DV;21;43;5  41-45;64;9  61-65;5  2003;21;5  20-24;41-45;5;61-65;9;20-24;5
7505;3;0;0;C;08/07/1982;0;2;05/01/2005;2005;DV;21;44;5  41-45;67;a  66-70;7  2005;23;5  20-24;41-45;5;66-70;a;20-24;5
7506;4;0;0;C;15/07/1982;0;2;13/05/2002;2002;DV;21;62;8  56-+;82;b  71-+;4  2002;20;5  20-24;56-+;8;71-+;b;20-24;5
7507;3;0;0;A;16/07/1982;0;2;26/07/2002;2002;DV;21;41;5  41-45;61;9  61-65;4  2002;20;5  20-24;41-45;5;61-65;9;20-24;5
7508;3;0;4;U;21/07/1982;0;2;24/03/2004;2004;DV;21;22;1  19-25;44;5  41-45;6  2004;22;5  20-24;19-25;1;41-45;5;20-24;5
7509;2;0;0;A;04/08/1982;0;2;02/07/2001;2001;DV;21;41;5  41-45;60;8  56-60;3  2001;19;4  15-19;41-45;5;56-60;8;15-19;4
7510;3;0;1;D;02/09/1982;0;2;07/08/2006;2006;DV;21;28;2  26-30;52;7  51-55;8  2006;24;5  20-24;26-30;2;51-55;7;20-24;5
7511;4;0;0;C;17/09/1982;0;2;23/09/2004;2004;DV;21;34;3  31-35;56;8  56-60;6  2004;22;5  20-24;31-35;3;56-60;8;20-24;5
7512;2;0;0;A;17/09/1982;0;2;23/06/2003;2003;DV;21;45;5  41-45;66;a  66-70;5  2003;21;5  20-24;41-45;5;66-70;a;20-24;5
7513;3;0;0;A;28/09/1982;0;2;07/02/2001;2001;DV;21;33;3  31-35;52;7  51-55;3  2001;19;4  15-19;31-35;3;51-55;7;15-19;4
7514;2;0;0;A;04/10/1982;0;2;05/01/2004;2004;DV;21;41;5  41-45;63;9  61-65;6  2004;22;5  20-24;41-45;5;61-65;9;20-24;5
7515;2;0;2;M;04/10/1982;0;2;03/01/2005;2005;DV;21;26;2  26-30;49;6  46-50;7  2005;23;5  20-24;26-30;2;46-50;6;20-24;5
7516;2;0;0;A;04/11/1982;0;2;05/05/1999;1999;DV;21;25;1  19-25;42;5  41-45;1  1999;17;4  15-19;19-25;1;41-45;5;15-19;4
7517;2;0;0;U;17/11/1982;0;2;23/01/2006;2006;DV;21;25;1  19-25;49;6  46-50;8  2006;24;5  20-24;19-25;1;46-50;6;20-24;5
7518;4;0;0;C;18/11/1982;0;2;06/02/2001;2001;DV;21;22;1  19-25;41;5  41-45;3  2001;19;4  15-19;19-25;1;41-45;5;15-19;4
7519;3;0;0;V;18/11/1982;2;2;21/10/1999;1999;DV;21;63;8  56-+;80;b  71-+;1  1999;17;4  15-19;56-+;8;71-+;b;15-19;4
7520;3;1297;0;D;19/11/1982;0;2;23/08/2004;2004;DV;21;31;3  31-35;53;7  51-55;6  2004;22;5  20-24;31-35;3;51-55;7;20-24;5
7521;3;0;0;A;22/11/1982;0;2;21/11/2006;2006;DV;21;28;2  26-30;52;7  51-55;8  2006;24;5  20-24;26-30;2;51-55;7;20-24;5
7522;4;0;0;C;24/11/1982;0;2;02/06/1999;1999;DV;21;25;1  19-25;42;5  41-45;1  1999;17;4  15-19;19-25;1;41-45;5;15-19;4
7523;3;0;0;A;29/11/1982;0;2;17/06/2005;2005;DV;21;27;2  26-30;50;6  46-50;7  2005;23;5  20-24;26-30;2;46-50;6;20-24;5
7524;2;0;0;A;13/12/1982;0;2;06/01/2006;2006;RA;21;21;1  19-25;45;5  41-45;8  2006;24;5  20-24;19-25;1;41-45;5;20-24;5
7525;3;0;0;A;13/12/1982;0;2;09/06/2005;2005;DV;21;29;2  26-30;52;7  51-55;7  2005;23;5  20-24;26-30;2;51-55;7;20-24;5
7526;2;0;0;A;31/12/1982;0;2;25/01/2002;2002;DV;21;50;6  46-50;70;a  66-70;4  2002;20;5  20-24;46-50;6;66-70;a;20-24;5
7527;3;0;0;A;06/01/1983;0;2;08/10/2001;2001;DV;21;23;1  19-25;41;5  41-45;3  2001;18;4  15-19;19-25;1;41-45;5;15-19;4
7528;2;0;0;A;13/01/1983;0;2;10/05/1999;1999;DV;21;52;7  51-55;68;a  66-70;1  1999;16;4  15-19;51-55;7;66-70;a;15-19;4
7529;4;0;0;C;21/01/1983;0;2;03/10/2000;2000;DV;21;47;6  46-50;64;9  61-65;2  2000;17;4  15-19;46-50;6;61-65;9;15-19;4
7530;3;1835;0;B;10/02/1983;0;2;30/06/2005;2005;DV;21;42;5  41-45;64;9  61-65;7  2005;22;5  20-24;41-45;5;61-65;9;20-24;5
7531;3;0;0;M;16/02/1983;0;2;16/01/2003;2003;DV;21;26;2  26-30;46;6  46-50;5  2003;20;5  20-24;26-30;2;46-50;6;20-24;5
7532;3;0;0;A;03/03/1983;0;2;08/08/2003;2003;RA;21;37;4  36-40;57;8  56-60;5  2003;20;5  20-24;36-40;4;56-60;8;20-24;5
7533;2;0;0;A;04/03/1983;0;2;04/07/2001;2001;DV;21;34;3  31-35;52;7  51-55;3  2001;18;4  15-19;31-35;3;51-55;7;15-19;4
7534;2;0;0;D;11/03/1983;0;2;16/04/2003;2003;DV;21;28;2  26-30;48;6  46-50;5  2003;20;5  20-24;26-30;2;46-50;6;20-24;5
7535;3;0;0;A;14/03/1983;0;2;26/11/2001;2001;DV;21;52;7  51-55;70;a  66-70;3  2001;18;4  15-19;51-55;7;66-70;a;15-19;4
7536;3;0;0;A;30/03/1983;0;2;02/02/2005;2005;DV;21;22;1  19-25;44;5  41-45;7  2005;22;5  20-24;19-25;1;41-45;5;20-24;5
7537;4;0;0;C;21/04/1983;0;2;16/07/2004;2004;DV;21;21;1  19-25;42;5  41-45;6  2004;21;5  20-24;19-25;1;41-45;5;20-24;5
7538;3;0;0;M;25/04/1983;0;2;28/12/2006;2006;DV;21;37;4  36-40;60;8  56-60;8  2006;23;5  20-24;36-40;4;56-60;8;20-24;5
7539;4;0;0;C;05/05/1983;0;2;22/07/2004;2004;DV;21;23;1  19-25;44;5  41-45;6  2004;21;5  20-24;19-25;1;41-45;5;20-24;5
7540;4;0;0;C;06/05/1983;0;2;03/03/1999;1999;RA;21;22;1  19-25;38;4  36-40;1  1999;16;4  15-19;19-25;1;36-40;4;15-19;4
7541;2;0;0;A;26/05/1983;0;2;20/06/2005;2005;DV;21;37;4  36-40;59;8  56-60;7  2005;22;5  20-24;36-40;4;56-60;8;20-24;5
7542;4;0;0;C;18/07/1983;0;2;27/02/2003;2003;DV;21;24;1  19-25;44;5  41-45;5  2003;20;5  20-24;19-25;1;41-45;5;20-24;5
7543;3;0;0;A;27/05/1983;0;2;31/05/2000;2000;DV;21;47;6  46-50;64;9  61-65;2  2000;17;4  15-19;46-50;6;61-65;9;15-19;4
7544;2;0;0;A;03/06/1983;0;2;17/02/2003;2003;DV;21;37;4  36-40;57;8  56-60;5  2003;20;5  20-24;36-40;4;56-60;8;20-24;5
7545;2;0;0;A;03/06/1983;0;2;24/08/2000;2000;RA;21;40;4  36-40;57;8  56-60;2  2000;17;4  15-19;36-40;4;56-60;8;15-19;4
7546;2;0;0;A;24/06/1983;0;2;18/12/2001;2001;DV;21;50;6  46-50;68;a  66-70;3  2001;18;4  15-19;46-50;6;66-70;a;15-19;4
7547;2;0;0;A;30/06/1983;0;2;01/02/2001;2001;DV;21;50;6  46-50;68;a  66-70;3  2001;18;4  15-19;46-50;6;66-70;a;15-19;4
7548;2;0;0;M;26/07/1983;0;2;16/01/2002;2002;DV;21;48;6  46-50;67;a  66-70;4  2002;19;4  15-19;46-50;6;66-70;a;15-19;4
7549;4;0;0;C;26/07/1983;0;2;05/02/2004;2004;DV;21;24;1  19-25;45;5  41-45;6  2004;21;5  20-24;19-25;1;41-45;5;20-24;5
7550;3;0;0;A;05/08/1983;0;2;02/10/2000;2000;DV;21;64;8  56-+;81;b  71-+;2  2000;17;4  15-19;56-+;8;71-+;b;15-19;4
7551;2;0;0;A;08/08/1983;0;2;27/03/2001;2001;DV;21;42;5  41-45;60;8  56-60;3  2001;18;4  15-19;41-45;5;56-60;8;15-19;4
7552;2;0;0;A;28/09/1983;0;2;19/02/2004;2004;DV;21;35;3  31-35;56;8  56-60;6  2004;21;5  20-24;31-35;3;56-60;8;20-24;5
7553;3;0;0;M;29/09/1983;0;2;12/04/1999;1999;DV;21;48;6  46-50;64;9  61-65;1  1999;16;4  15-19;46-50;6;61-65;9;15-19;4
7554;3;0;0;A;05/10/1983;0;2;07/07/2003;2003;DV;21;67;8  56-+;87;b  71-+;5  2003;20;5  20-24;56-+;8;71-+;b;20-24;5
7555;2;0;0;A;07/10/1983;0;2;29/09/2006;2006;DV;21;43;5  41-45;66;a  66-70;8  2006;23;5  20-24;41-45;5;66-70;a;20-24;5
7556;3;0;0;M;24/10/1983;0;2;21/04/2005;2005;DV;21;42;5  41-45;64;9  61-65;7  2005;22;5  20-24;41-45;5;61-65;9;20-24;5
7557;3;0;0;A;08/11/1983;0;2;03/07/2001;2001;DV;21;33;3  31-35;51;7  51-55;3  2001;18;4  15-19;31-35;3;51-55;7;15-19;4
7558;3;0;0;A;27/12/1983;0;2;23/09/2004;2004;DV;21;38;4  36-40;59;8  56-60;6  2004;21;5  20-24;36-40;4;56-60;8;20-24;5
7559;2;0;0;A;22/11/1983;0;2;08/02/2005;2005;DV;21;58;8  56-+;80;b  71-+;7  2005;22;5  20-24;56-+;8;71-+;b;20-24;5
7560;2;1600;0;M;16/12/1983;0;2;29/11/2004;2004;DV;21;28;2  26-30;49;6  46-50;6  2004;21;5  20-24;26-30;2;46-50;6;20-24;5
7561;2;0;0;D;20/12/1983;0;2;08/09/2003;2003;DV;21;42;5  41-45;62;9  61-65;5  2003;20;5  20-24;41-45;5;61-65;9;20-24;5
7562;3;0;0;A;09/01/1984;0;2;21/10/2005;2005;RA;21;21;1  19-25;42;5  41-45;7  2005;21;5  20-24;19-25;1;41-45;5;20-24;5
7563;3;0;0;A;27/01/1984;0;2;07/04/2000;2000;DV;21;57;8  56-+;73;b  71-+;2  2000;16;4  15-19;56-+;8;71-+;b;15-19;4
7564;4;0;0;C;22/10/1979;0;2;19/10/2000;2000;DV;21;37;4  36-40;58;8  56-60;2  2000;21;5  20-24;36-40;4;56-60;8;20-24;5
7565;4;0;0;C;04/04/1980;0;2;14/12/2004;2004;DV;21;37;4  36-40;61;9  61-65;6  2004;24;5  20-24;36-40;4;61-65;9;20-24;5
7566;3;0;0;M;20/05/1980;2;2;09/01/2006;2006;DA;21;22;1  19-25;48;6  46-50;8  2006;26;6  25-29;19-25;1;46-50;6;25-29;6
7567;2;0;0;A;16/06/1980;0;2;24/03/1999;1999;DV;21;38;4  36-40;57;8  56-60;1  1999;19;4  15-19;36-40;4;56-60;8;15-19;4
7568;2;0;0;A;24/11/1980;0;2;29/12/2004;2004;DA;21;32;3  31-35;56;8  56-60;6  2004;24;5  20-24;31-35;3;56-60;8;20-24;5
7569;4;0;0;C;27/01/1981;0;2;28/08/2002;2002;RA;21;28;2  26-30;49;6  46-50;4  2002;21;5  20-24;26-30;2;46-50;6;20-24;5
7570;2;0;0;A;23/02/1981;0;2;07/08/2003;2003;RA;21;34;3  31-35;56;8  56-60;5  2003;22;5  20-24;31-35;3;56-60;8;20-24;5
7571;2;0;0;A;03/03/1981;0;2;08/03/1999;1999;RA;21;28;2  26-30;46;6  46-50;1  1999;18;4  15-19;26-30;2;46-50;6;15-19;4
7572;3;0;0;A;03/03/1981;0;2;04/04/2006;2006;RA;21;41;5  41-45;66;a  66-70;8  2006;25;6  25-29;41-45;5;66-70;a;25-29;6
7573;3;0;0;A;25/03/1981;0;2;26/07/2005;2005;DV;21;34;3  31-35;58;8  56-60;7  2005;24;5  20-24;31-35;3;56-60;8;20-24;5
7574;2;0;0;A;13/04/1981;0;2;11/05/2000;2000;RA;21;35;3  31-35;54;7  51-55;2  2000;19;4  15-19;31-35;3;51-55;7;15-19;4
7575;2;0;0;A;28/04/1981;0;2;23/11/1999;1999;RA;21;35;3  31-35;53;7  51-55;1  1999;18;4  15-19;31-35;3;51-55;7;15-19;4
7576;3;0;0;A;11/05/1981;0;2;30/07/2001;2001;DV;21;30;2  26-30;50;6  46-50;3  2001;20;5  20-24;26-30;2;46-50;6;20-24;5
7577;3;0;0;A;26/05/1981;0;2;07/10/2005;2005;RA;21;27;2  26-30;51;7  51-55;7  2005;24;5  20-24;26-30;2;51-55;7;20-24;5
7578;3;0;0;D;09/06/1981;0;2;26/07/2001;2001;DV;21;36;4  36-40;56;8  56-60;3  2001;20;5  20-24;36-40;4;56-60;8;20-24;5
7579;2;1875;3;U;01/07/1981;0;2;06/10/2005;2005;RA;21;35;3  31-35;59;8  56-60;7  2005;24;5  20-24;31-35;3;56-60;8;20-24;5
7580;2;0;0;A;06/07/1981;0;2;23/04/2003;2003;DV;21;63;8  56-+;85;b  71-+;5  2003;22;5  20-24;56-+;8;71-+;b;20-24;5
7581;4;0;0;C;07/09/1981;0;2;11/06/1999;1999;DA;21;45;5  41-45;63;9  61-65;1  1999;18;4  15-19;41-45;5;61-65;9;15-19;4
7582;3;0;0;M;14/09/1981;2;2;18/06/2002;2002;DA;21;38;4  36-40;59;8  56-60;4  2002;21;5  20-24;36-40;4;56-60;8;20-24;5
7583;3;0;0;V;16/09/1981;0;2;28/09/2006;2006;DV;21;50;6  46-50;75;b  71-+;8  2006;25;6  25-29;46-50;6;71-+;b;25-29;6
7584;3;0;0;D;21/09/1981;0;2;23/09/2004;2004;DV;21;29;2  26-30;52;7  51-55;6  2004;23;5  20-24;26-30;2;51-55;7;20-24;5
7585;3;0;3;D;21/09/1981;0;2;05/07/2006;2006;RA;21;27;2  26-30;52;7  51-55;8  2006;25;6  25-29;26-30;2;51-55;7;25-29;6
7586;2;0;0;A;30/10/1981;0;2;16/03/1999;1999;DA;21;37;4  36-40;55;7  51-55;1  1999;18;4  15-19;36-40;4;51-55;7;15-19;4
7587;3;0;0;A;23/12/1981;0;2;24/08/2000;2000;DA;21;23;1  19-25;42;5  41-45;2  2000;19;4  15-19;19-25;1;41-45;5;15-19;4
7588;3;0;0;A;20/01/1982;0;2;07/10/2005;2005;RA;21;23;1  19-25;46;6  46-50;7  2005;23;5  20-24;19-25;1;46-50;6;20-24;5
7589;2;0;0;M;23/02/1982;0;2;17/11/2005;2005;RA;21;37;4  36-40;60;8  56-60;7  2005;23;5  20-24;36-40;4;56-60;8;20-24;5
7590;3;1904;2;D;31/03/1982;0;2;07/07/2003;2003;DV;21;32;3  31-35;53;7  51-55;5  2003;21;5  20-24;31-35;3;51-55;7;20-24;5
7591;2;0;0;D;12/05/1982;0;2;06/01/2006;2006;DV;21;38;4  36-40;62;9  61-65;8  2006;24;5  20-24;36-40;4;61-65;9;20-24;5
7592;2;0;0;A;12/05/1982;0;2;19/10/2001;2001;RA;21;62;8  56-+;81;b  71-+;3  2001;19;4  15-19;56-+;8;71-+;b;15-19;4
7593;3;0;0;A;10/06/1982;0;2;10/04/2003;2003;RA;21;46;6  46-50;67;a  66-70;5  2003;21;5  20-24;46-50;6;66-70;a;20-24;5
7594;3;0;0;A;02/07/1982;0;2;16/08/2004;2004;DA;21;40;4  36-40;62;9  61-65;6  2004;22;5  20-24;36-40;4;61-65;9;20-24;5
7595;3;0;0;A;02/07/1982;0;2;16/03/1999;1999;DV;21;55;7  51-55;72;b  71-+;1  1999;17;4  15-19;51-55;7;71-+;b;15-19;4
7596;3;2277;1;D;24/08/1982;0;2;31/07/2006;2006;RA;21;29;2  26-30;53;7  51-55;8  2006;24;5  20-24;26-30;2;51-55;7;20-24;5
7597;2;0;0;A;04/11/1982;0;2;26/04/2004;2004;DV;21;30;2  26-30;52;7  51-55;6  2004;22;5  20-24;26-30;2;51-55;7;20-24;5
7598;4;0;2;A;04/11/1982;0;2;26/04/2004;2004;DV;21;29;2  26-30;51;7  51-55;6  2004;22;5  20-24;26-30;2;51-55;7;20-24;5
7599;3;0;0;D;17/11/1982;0;2;15/11/2005;2005;RA;21;19;1  19-25;42;5  41-45;7  2005;23;5  20-24;19-25;1;41-45;5;20-24;5
7600;4;0;0;C;09/12/1982;0;2;04/01/2006;2006;DV;21;30;2  26-30;54;7  51-55;8  2006;24;5  20-24;26-30;2;51-55;7;20-24;5
7601;3;0;0;A;02/12/1982;0;2;31/07/2003;2003;RA;21;37;4  36-40;58;8  56-60;5  2003;21;5  20-24;36-40;4;56-60;8;20-24;5
7602;3;0;0;D;13/01/1983;0;2;03/10/2002;2002;DA;21;45;5  41-45;64;9  61-65;4  2002;19;4  15-19;41-45;5;61-65;9;15-19;4
7603;2;0;0;A;02/03/1983;0;2;12/02/2002;2002;DV;21;46;6  46-50;65;9  61-65;4  2002;19;4  15-19;46-50;6;61-65;9;15-19;4
7604;3;0;0;A;22/04/1983;0;2;04/02/2002;2002;DV;21;33;3  31-35;52;7  51-55;4  2002;19;4  15-19;31-35;3;51-55;7;15-19;4
7605;3;2621;0;V;06/06/1983;0;2;12/12/2006;2006;DV;21;42;5  41-45;65;9  61-65;8  2006;23;5  20-24;41-45;5;61-65;9;20-24;5
7606;2;0;0;M;18/11/1983;0;2;26/10/2000;2000;DA;21;54;7  51-55;71;b  71-+;2  2000;17;4  15-19;51-55;7;71-+;b;15-19;4
7607;3;2766;0;B;13/12/1983;0;2;13/05/2005;2005;DV;21;35;3  31-35;57;8  56-60;7  2005;22;5  20-24;31-35;3;56-60;8;20-24;5
7608;3;0;0;A;26/01/1984;0;2;10/04/2003;2003;RA;21;43;5  41-45;62;9  61-65;5  2003;19;4  15-19;41-45;5;61-65;9;15-19;4
7609;3;0;0;A;09/01/1979;0;2;19/01/2001;2001;DV;21;57;8  56-+;79;b  71-+;3  2001;22;5  20-24;56-+;8;71-+;b;20-24;5
7610;4;0;0;C;26/03/1979;0;2;12/03/1999;1999;DV;21;55;7  51-55;75;b  71-+;1  1999;20;5  20-24;51-55;7;71-+;b;20-24;5
7611;4;0;0;C;26/03/1979;0;2;22/03/1999;1999;DV;21;50;6  46-50;70;a  66-70;1  1999;20;5  20-24;46-50;6;66-70;a;20-24;5
7612;3;0;0;M;02/05/1979;0;2;19/03/1999;1999;DA;21;33;3  31-35;53;7  51-55;1  1999;20;5  20-24;31-35;3;51-55;7;20-24;5
7613;2;0;0;A;08/08/1979;0;2;07/02/2001;2001;DV;21;53;7  51-55;75;b  71-+;3  2001;22;5  20-24;51-55;7;71-+;b;20-24;5
7614;3;0;0;A;26/11/1979;0;2;22/05/2000;2000;DV;21;46;6  46-50;67;a  66-70;2  2000;21;5  20-24;46-50;6;66-70;a;20-24;5
7615;3;0;0;A;22/01/1980;2;2;03/07/2001;2001;DV;21;35;3  31-35;56;8  56-60;3  2001;21;5  20-24;31-35;3;56-60;8;20-24;5
7616;3;0;0;A;04/02/1980;0;2;23/02/2006;2006;DV;21;38;4  36-40;64;9  61-65;8  2006;26;6  25-29;36-40;4;61-65;9;25-29;6
7617;3;0;0;M;03/04/1980;0;2;22/12/2006;2006;DV;21;30;2  26-30;56;8  56-60;8  2006;26;6  25-29;26-30;2;56-60;8;25-29;6
7618;3;0;0;M;20/05/1980;0;2;22/08/2005;2005;DV;21;53;7  51-55;78;b  71-+;7  2005;25;6  25-29;51-55;7;71-+;b;25-29;6
7619;3;0;0;A;09/07/1980;2;2;26/04/2001;2001;DA;21;36;4  36-40;57;8  56-60;3  2001;21;5  20-24;36-40;4;56-60;8;20-24;5
7620;3;0;0;A;09/07/1980;0;2;18/05/2006;2006;DV;21;57;8  56-+;83;b  71-+;8  2006;26;6  25-29;56-+;8;71-+;b;25-29;6
7621;3;0;0;M;30/07/1980;0;2;27/02/2006;2006;DV;21;53;7  51-55;79;b  71-+;8  2006;26;6  25-29;51-55;7;71-+;b;25-29;6
7622;3;0;0;A;05/09/1980;0;2;15/03/2002;2002;DV;21;25;1  19-25;47;6  46-50;4  2002;22;5  20-24;19-25;1;46-50;6;20-24;5
7623;3;0;0;A;27/10/1980;0;2;16/01/2004;2004;DV;21;30;2  26-30;54;7  51-55;6  2004;24;5  20-24;26-30;2;51-55;7;20-24;5
7624;2;0;0;A;10/11/1980;0;2;14/10/2004;2004;DV;21;38;4  36-40;62;9  61-65;6  2004;24;5  20-24;36-40;4;61-65;9;20-24;5
7625;3;0;0;A;10/11/1980;0;2;14/10/2004;2004;DV;21;39;4  36-40;63;9  61-65;6  2004;24;5  20-24;36-40;4;61-65;9;20-24;5
7626;3;0;0;A;02/12/1980;0;2;23/01/2001;2001;DV;21;49;6  46-50;70;a  66-70;3  2001;21;5  20-24;46-50;6;66-70;a;20-24;5
7627;3;0;0;A;24/12/1980;0;2;18/05/1999;1999;DV;21;45;5  41-45;64;9  61-65;1  1999;19;4  15-19;41-45;5;61-65;9;15-19;4
7628;2;0;0;A;06/01/1981;0;2;30/03/2000;2000;DV;21;35;3  31-35;54;7  51-55;2  2000;19;4  15-19;31-35;3;51-55;7;15-19;4
7629;2;0;0;D;13/03/1981;0;2;30/12/2003;2003;DV;21;34;3  31-35;56;8  56-60;5  2003;22;5  20-24;31-35;3;56-60;8;20-24;5
7630;2;0;0;M;23/03/1981;0;2;13/04/2006;2006;DV;21;54;7  51-55;79;b  71-+;8  2006;25;6  25-29;51-55;7;71-+;b;25-29;6
7631;3;0;0;S;13/04/1981;0;2;23/03/2004;2004;DA;21;26;2  26-30;49;6  46-50;6  2004;23;5  20-24;26-30;2;46-50;6;20-24;5
7632;2;0;0;M;28/04/1981;2;2;19/08/2003;2003;DA;21;38;4  36-40;60;8  56-60;5  2003;22;5  20-24;36-40;4;56-60;8;20-24;5
7633;3;0;0;A;08/07/1981;0;2;02/03/2000;2000;DV;21;59;8  56-+;78;b  71-+;2  2000;19;4  15-19;56-+;8;71-+;b;15-19;4
7634;3;0;0;C;10/09/1981;0;2;19/08/2002;2002;RA;21;42;5  41-45;63;9  61-65;4  2002;21;5  20-24;41-45;5;61-65;9;20-24;5
7635;2;2971;0;M;03/11/1981;0;2;09/01/2006;2006;DV;21;42;5  41-45;67;a  66-70;8  2006;25;6  25-29;41-45;5;66-70;a;25-29;6
7636;4;0;0;C;16/02/1982;0;2;30/08/2002;2002;RA;21;30;2  26-30;50;6  46-50;4  2002;20;5  20-24;26-30;2;46-50;6;20-24;5
7637;3;1941;2;B;22/02/1982;0;2;07/07/2003;2003;DV;21;25;1  19-25;46;6  46-50;5  2003;21;5  20-24;19-25;1;46-50;6;20-24;5
7638;3;0;0;D;13/04/1982;0;2;09/12/2003;2003;DV;21;52;7  51-55;73;b  71-+;5  2003;21;5  20-24;51-55;7;71-+;b;20-24;5
7639;3;0;0;A;06/05/1982;0;2;28/11/2003;2003;DA;21;35;3  31-35;56;8  56-60;5  2003;21;5  20-24;31-35;3;56-60;8;20-24;5
7640;4;0;0;U;06/08/1982;0;2;31/08/2005;2005;DV;21;27;2  26-30;50;6  46-50;7  2005;23;5  20-24;26-30;2;46-50;6;20-24;5
7641;4;0;3;C;13/10/1982;0;2;04/10/2005;2005;RA;21;23;1  19-25;46;6  46-50;7  2005;23;5  20-24;19-25;1;46-50;6;20-24;5
7642;3;0;0;M;25/01/1983;0;2;03/01/2005;2005;DV;21;58;8  56-+;80;b  71-+;7  2005;22;5  20-24;56-+;8;71-+;b;20-24;5
7643;2;0;0;A;26/04/1983;0;2;28/11/2001;2001;DV;21;34;3  31-35;52;7  51-55;3  2001;18;4  15-19;31-35;3;51-55;7;15-19;4
7644;2;0;0;A;13/05/1983;0;2;23/06/2005;2005;DV;21;49;6  46-50;71;b  71-+;7  2005;22;5  20-24;46-50;6;71-+;b;20-24;5
7645;3;0;2;D;08/06/1983;0;2;02/03/2001;2001;DV;21;40;4  36-40;58;8  56-60;3  2001;18;4  15-19;36-40;4;56-60;8;15-19;4
7646;2;0;0;A;21/06/1983;0;2;05/10/2005;2005;RA;21;51;7  51-55;73;b  71-+;7  2005;22;5  20-24;51-55;7;71-+;b;20-24;5
7647;3;0;0;A;18/07/1983;0;2;09/04/2004;2004;DV;21;54;7  51-55;75;b  71-+;6  2004;21;5  20-24;51-55;7;71-+;b;20-24;5
7648;3;0;0;A;18/07/1983;0;2;20/02/2002;2002;DV;21;42;5  41-45;61;9  61-65;4  2002;19;4  15-19;41-45;5;61-65;9;15-19;4
7649;4;0;0;C;14/09/1983;0;2;16/02/2001;2001;DV;21;45;5  41-45;63;9  61-65;3  2001;18;4  15-19;41-45;5;61-65;9;15-19;4
7650;4;0;0;C;07/11/1983;0;2;26/02/2004;2004;DV;21;27;2  26-30;48;6  46-50;6  2004;21;5  20-24;26-30;2;46-50;6;20-24;5
